EEG0,EEG1,EEG2,EEG3,EEG4,EEG5,EEG6,EEG7,EEG8,EEG9,EEG10,EEG11,EEG12,EEG13,EEG14,EEG15
2259.7969,14770.44,19152.758,15499.59,3409.5103,17118.49,23714.402,8707.106,19503.09,25761.887,19666.686,18517.896,41571.047,4473.0034,14488.064,18584.197
2253.5305,14787.889,19154.996,15532.199,3413.0269,17117.893,23730.842,8702.239,19499.732,25767.787,19672.672,18518.943,41576.35,4470.1562,14502.738,18582.762
2263.8853,14788.972,19157.297,15526.967,3423.564,17113.33,23732.436,8697.434,19508.346,25771.924,19666.453,18531.086,41576.508,4480.864,14503.749,18571.203
2269.5918,14768.615,19160.229,15524.424,3419.9868,17115.8,23704.426,8711.499,19510.416,25763.613,19668.205,18525.793,41580.22,4481.0586,14491.216,18581.68
2271.4292,14775.49,19161.031,15521.467,3417.6748,17124.537,23715.729,8712.546,19509.941,25774.674,19670.53,18524.139,41568.855,4484.502,14505.318,18587.885
2264.6396,14772.01,19159.182,15525.556,3422.3838,17114.645,23718.21,8709.126,19508.176,25775.623,19665.492,18524.09,41560.91,4484.2344,14505.428,18575.887
2264.6152,14780.028,19159.633,15527.952,3428.6624,17120.936,23725.549,8710.258,19509.32,25774.674,19664.652,18532.01,41584.31,4486.327,14513.799,18583.2
2267.718,14786.8545,19158.816,15522.817,3428.6746,17124.842,23721.63,8700.779,19510.16,25780.027,19668.193,18525.342,41580.465,4475.571,14516.829,18578.102
2271.7456,14790.578,19166.69,15531.651,3440.526,17131.447,23727.629,8715.502,19521.633,25783.252,19678.11,18541.416,41574.938,4491.669,14524.178,18587.387
2271.8064,14781.051,19163.453,15538.282,3440.5867,17126.945,23719.818,8705.123,19517.217,25780.94,19637.98,18534.518,41538.375,4494.358,14511.864,18582.871
2262.8267,14770.793,19162.736,15510.285,3429.441,17127.006,23713.941,8704.381,19511.219,25778.459,19648.178,18519.197,41547.074,4486.181,14510.757,18586.059
2264.7612,14768.116,19164.768,15516.733,3428.6016,17128.15,23714.78,8705.439,19516.512,25779.262,19671.54,18522.678,41556.773,4491.535,14513.58,18588.031
2274.7144,14776.159,19170.072,15535.496,3435.7683,17128.271,23728.615,8698.93,19523.338,25780.672,19694.367,18534.553,41546.332,4498.665,14514.091,18586.412
2276.4058,14762.239,19164.742,15526.687,3416.7136,17123.54,23721.74,8688.94,19513.506,25772.47,19668.45,18515.523,41550.676,4483.188,14503.919,18579.002
2268.5332,14759.331,19160.812,15513.825,3407.393,17123.053,23722.822,8690.546,19505.96,25779.48,19665.092,18507.53,41552.406,4479.0386,14506.656,18582.227
2267.7666,14772.569,19168.746,15538.282,3425.7786,17129.732,23734.322,8693.15,19509.758,25797.416,19669.617,18524.734,41570.73,4490.014,14514.614,18584.076
2255.5503,14764.162,19146.346,15521.369,3397.0627,17101.6,23721.57,8707.654,19493.04,25737.318,19648.312,18502.041,41560.023,4458.6455,14485.655,18579.416
2263.155,14764.722,19152.38,15522.806,3398.0483,17110.957,23727.459,8693.491,19499.732,25759.172,19666.879,18500.85,41548.598,4461.9917,14498.735,18579.465
2262.9119,14766.255,19152.479,15517.476,3407.588,17110.434,23726.766,8696.034,19503.893,25765.0,19648.676,18509.5,41547.246,4472.748,14496.655,18576.12
2259.505,14771.949,19150.35,15516.904,3403.6455,17109.973,23726.582,8707.07,19499.684,25757.895,19634.393,18498.756,41536.965,4466.433,14485.497,18574.525
2268.375,14754.074,19149.545,15507.511,3393.1934,17113.22,23709.377,8687.675,19498.15,25770.258,19667.793,18490.994,41536.258,4466.3843,14490.4,18570.62
2245.8284,14769.32,19147.55,15511.647,3403.3657,17110.482,23717.688,8709.491,19492.322,25757.396,19664.98,18503.807,41534.676,4473.5024,14494.465,18584.162
2256.2925,14777.133,19156.59,15537.468,3408.3787,17116.773,23728.164,8707.934,19503.139,25758.346,19668.924,18507.104,41542.633,4475.23,14493.005,18588.31
2270.7478,14778.8,19162.846,15537.212,3408.6707,17125.012,23713.09,8705.123,19508.553,25767.922,19677.479,18502.893,41555.312,4472.59,14503.7,18586.096
2275.7974,14797.976,19170.23,15540.85,3430.1104,17130.0,23733.312,8712.606,19520.527,25782.559,19686.385,18522.154,41570.098,4493.3965,14522.024,18589.758
2276.8804,14793.668,19169.951,15546.557,3437.0823,17127.336,23725.146,8710.708,19520.418,25782.46,19683.465,18522.957,41555.363,4497.12,14516.72,18593.58
2272.938,14783.484,19167.127,15537.406,3424.6226,17126.045,23724.393,8704.637,19523.738,25780.15,19652.594,18516.107,41557.953,4488.6514,14513.373,18592.85
2286.444,14774.662,19174.879,15545.498,3429.867,17135.305,23718.236,8702.397,19534.082,25791.6,19707.41,18518.967,41572.336,4494.6865,14516.245,18594.37
2286.0183,14779.603,19170.523,15551.497,3436.255,17128.82,23720.719,8706.681,19526.525,25785.49,19701.24,18521.45,41563.418,4496.694,14516.756,18588.299
2280.4211,14771.791,19172.36,15546.119,3430.4631,17134.271,23732.715,8706.364,19518.664,25799.533,19682.54,18513.346,41565.07,4495.2705,14521.866,18593.822
2276.4543,14765.549,19173.479,15539.451,3423.7588,17133.213,23715.95,8702.471,19514.625,25794.094,19678.062,18508.332,41560.836,4486.656,14512.983,18591.607
2267.3042,14760.962,19161.738,15538.44,3417.3464,17117.09,23703.525,8713.628,19509.295,25754.232,19667.84,18510.535,41565.145,4482.616,14492.518,18592.873
2270.541,14765.488,19164.682,15540.51,3417.0786,17126.057,23705.715,8715.648,19516.146,25770.89,19677.43,18510.012,41576.715,4479.647,14500.001,18587.29
2269.5188,14761.156,19162.104,15532.43,3411.5303,17123.988,23721.57,8695.158,19513.348,25771.291,19648.166,18505.035,41569.11,4473.758,14501.096,18583.979
2272.6946,14787.183,19171.3,15534.767,3432.8357,17138.627,23736.184,8693.224,19520.344,25795.785,19698.832,18518.285,41577.812,4494.017,14518.435,18592.898
2263.082,14758.272,19157.271,15528.561,3410.0215,17121.08,23719.234,8720.345,19493.904,25763.846,19669.678,18487.05,41556.555,4467.297,14491.435,18597.691
2248.0308,14757.713,19146.225,15511.319,3397.2087,17113.926,23716.982,8710.501,19489.938,25759.002,19638.139,18488.973,41554.375,4458.621,14490.607,18585.062
2256.4507,14772.8125,19153.61,15528.743,3411.9805,17118.94,23723.71,8711.742,19503.176,25769.113,19677.04,18509.623,41567.58,4474.853,14496.643,18592.898
2256.7427,14757.858,19147.55,15517.366,3401.1025,17110.945,23719.344,8701.181,19493.148,25757.7,19665.613,18488.645,41538.254,4459.972,14482.698,18574.014
2254.1997,14749.122,19142.197,15517.025,3385.6982,17107.807,23710.729,8697.1045,19480.982,25751.057,19649.322,18472.365,41555.445,4451.1016,14479.9,18577.578
2247.7144,14765.415,19147.197,15513.533,3403.8037,17112.758,23713.32,8700.086,19491.02,25762.69,19655.977,18497.723,41563.125,4468.526,14493.163,18587.361
2236.2402,14772.229,19144.557,15520.737,3408.5857,17109.924,23721.18,8691.276,19492.564,25763.602,19657.23,18497.504,41559.39,4473.6484,14495.827,18580.438
2255.7449,14796.759,19153.074,15527.575,3411.6396,17115.24,23732.496,8687.882,19503.176,25773.566,19637.348,18503.223,41580.11,4476.5444,14508.871,18584.965
2278.9365,14808.452,19168.406,15529.583,3428.419,17131.484,23749.385,8697.117,19525.93,25793.46,19683.672,18522.896,41591.574,4492.1313,14526.526,18592.229
2261.3298,14793.997,19155.678,15526.796,3421.1548,17116.348,23733.762,8705.938,19504.477,25774.334,19679.254,18509.1,41569.184,4481.752,14505.002,18587.824
2244.6116,14773.238,19146.588,15519.971,3403.7551,17106.723,23704.863,8700.585,19487.309,25761.338,19661.088,18489.193,41560.69,4467.4062,14492.725,18579.732
2262.425,14788.521,19163.514,15537.005,3422.9678,17125.947,23732.473,8701.303,19509.43,25776.596,19676.564,18507.553,41555.582,4487.775,14517.766,18589.893
2261.1475,14805.24,19159.924,15531.518,3434.6,17120.375,23736.633,8716.439,19513.129,25776.365,19666.441,18520.281,41570.816,4492.3257,14515.028,18583.262
2263.2769,14785.638,19161.592,15529.777,3418.4414,17124.05,23720.451,8705.317,19509.758,25770.635,19668.303,18499.012,41554.473,4480.0244,14499.989,18587.033
2266.0996,14765.391,19165.826,15526.261,3415.144,17125.023,23709.9,8696.326,19513.348,25775.379,19680.482,18504.803,41560.996,4487.3613,14507.289,18585.744
2279.107,14782.924,19174.623,15519.666,3433.0183,17132.422,23730.16,8716.609,19522.424,25784.322,19674.254,18520.062,41553.83,4500.9893,14513.397,18594.832
2277.732,14786.319,19170.863,15541.446,3427.8228,17125.412,23726.412,8713.081,19523.812,25775.562,19660.904,18514.951,41565.438,4491.255,14512.619,18585.39
2273.887,14776.621,19175.523,15549.039,3424.5862,17134.83,23737.096,8710.5625,19525.174,25783.033,19682.832,18516.12,41591.305,4491.5713,14515.503,18596.816
2283.378,14779.25,19178.213,15537.248,3434.4663,17136.242,23719.488,8706.681,19534.008,25781.586,19707.922,18529.723,41578.1,4498.434,14508.506,18590.025
2258.1055,14754.938,19154.4,15527.928,3410.3865,17118.55,23694.582,8686.641,19503.674,25767.994,19661.22,18496.262,41559.473,4472.809,14493.93,18567.03
2258.799,14753.819,19154.584,15527.648,3408.695,17113.975,23717.676,8701.936,19501.568,25763.783,19653.166,18491.76,41563.867,4465.776,14504.15,18590.488
2256.548,14759.355,19153.525,15524.509,3418.478,17114.998,23716.703,8699.757,19506.46,25774.941,19677.04,18504.95,41552.758,4480.2676,14506.194,18584.053
2264.4814,14775.977,19162.006,15530.849,3431.0593,17125.717,23728.627,8709.309,19516.11,25777.035,19652.594,18516.277,41591.477,4481.7764,14513.142,18591.96
2271.3684,14761.85,19156.408,15512.828,3412.1995,17120.51,23714.56,8680.094,19507.154,25777.8,19684.607,18495.982,41590.516,4469.049,14510.514,18585.986
2251.9487,14759.599,19150.945,15516.6,3411.6274,17113.914,23714.525,8700.098,19499.562,25771.193,19660.162,18499.012,41578.883,4466.6763,14501.813,18576.727
2250.586,14766.108,19147.672,15522.173,3412.893,17109.28,23723.93,8719.128,19500.96,25743.293,19669.082,18505.752,41597.207,4469.2925,14499.21,18588.578
2247.2642,14771.194,19148.523,15516.88,3407.7947,17114.535,23730.062,8702.166,19493.393,25755.924,19660.225,18487.502,41561.03,4459.1323,14499.733,18578.102
2254.2727,14766.157,19151.152,15518.462,3410.289,17116.19,23724.186,8701.644,19499.172,25761.666,19666.686,18498.658,41564.61,4467.3335,14499.174,18586.814
2250.6467,14777.205,19148.207,15519.764,3415.4116,17108.354,23729.441,8689.719,19495.645,25762.008,19662.146,18498.002,41553.22,4464.985,14502.167,18571.896
2252.5571,14791.953,19149.314,15522.988,3410.4229,17111.809,23732.096,8717.826,19495.217,25757.066,19667.305,18494.096,41574.453,4460.203,14503.141,18582.592
2263.4106,14797.647,19160.338,15530.982,3421.0088,17123.088,23732.545,8707.313,19507.312,25773.566,19671.223,18507.857,41585.086,4476.727,14516.658,18593.676
2265.7834,14803.342,19160.982,15527.259,3428.9421,17122.809,23741.184,8703.493,19509.686,25772.91,19663.059,18509.512,41553.426,4477.737,14506.937,18591.242
2252.3381,14774.784,19142.902,15519.216,3400.3967,17099.982,23715.34,8694.586,19501.68,25749.463,19650.709,18491.541,41557.258,4457.9766,14487.347,18573.709
2260.1497,14789.288,19147.355,15519.958,3409.6562,17105.86,23718.455,8686.993,19506.217,25755.898,19661.963,18497.2,41555.348,4459.996,14498.809,18578.516
2248.0916,14778.629,19143.607,15524.776,3414.4138,17109.107,23719.1,8694.927,19495.145,25761.85,19668.973,18499.389,41542.66,4467.528,14501.984,18585.463
2260.7947,14788.254,19157.26,15537.832,3424.0386,17118.379,23729.041,8711.815,19513.408,25771.95,19675.773,18508.37,41563.344,4479.258,14512.156,18593.166
2273.0596,14785.711,19167.7,15533.793,3427.044,17130.486,23724.709,8697.3,19524.396,25787.973,19676.771,18515.158,41570.938,4483.979,14515.989,18591.023
2263.8123,14787.572,19158.465,15525.36,3429.441,17119.742,23725.402,8706.206,19520.977,25773.287,19642.021,18517.762,41589.785,4485.159,14511.231,18587.994
2272.1836,14781.549,19161.69,15535.667,3426.7034,17120.096,23723.82,8702.823,19523.58,25784.043,19700.316,18505.12,41568.65,4484.307,14509.139,18584.611
2274.386,14756.411,19156.262,15522.842,3411.5789,17115.217,23714.854,8697.421,19516.293,25761.643,19689.95,18492.271,41565.34,4464.06,14499.843,18584.113
2274.3372,14767.033,19151.65,15536.202,3415.5334,17107.49,23723.31,8714.76,19510.598,25745.8,19653.385,18508.879,41578.13,4471.8843,14497.264,18587.082
2254.358,14762.519,19148.547,15529.862,3421.9336,17108.756,23714.854,8705.78,19507.799,25761.266,19702.117,18506.166,41572.02,4474.8286,14498.395,18578.979
2257.996,14763.151,19151.055,15528.099,3417.2976,17108.805,23729.32,8705.878,19513.25,25760.207,19698.188,18503.951,41584.94,4471.6895,14504.904,18576.557
2261.695,14779.59,19149.559,15523.73,3422.3108,17111.566,23735.174,8688.587,19517.254,25769.234,19681.19,18517.934,41618.5,4478.832,14510.709,18578.492
2247.471,14763.9795,19146.37,15525.689,3421.97,17114.256,23720.207,8702.361,19507.143,25765.098,19679.352,18510.412,41594.117,4473.3076,14492.189,18577.348
2234.9504,14753.539,19132.84,15508.69,3401.139,17095.943,23723.006,8704.892,19488.525,25741.006,19654.98,18482.209,41564.633,4456.2363,14486.446,18583.736
2249.3325,14776.597,19144.97,15518.754,3418.6482,17108.316,23737.45,8701.29,19504.137,25760.9,19669.215,18505.63,41572.227,4473.417,14499.539,18578.893
2249.2354,14775.088,19140.76,15511.745,3418.8552,17102.1,23739.043,8697.932,19501.545,25755.34,19665.76,18507.443,41567.14,4472.6387,14490.571,18574.938
2252.4841,14766.984,19137.207,15503.239,3402.806,17102.928,23722.154,8698.698,19496.252,25753.113,19640.172,18489.398,41576.605,4457.1245,14485.606,18576.375
2240.9734,14780.053,19133.191,15516.661,3403.025,17102.295,23727.422,8697.908,19486.627,25751.678,19670.115,18488.121,41574.04,4453.669,14493.309,18573.818
2244.1855,14789.689,19140.262,15527.308,3419.2932,17101.053,23727.191,8694.878,19499.404,25762.773,19665.443,18507.541,41573.066,4470.1562,14497.848,18582.068
2245.731,14776.391,19138.23,15513.704,3405.5315,17108.598,23705.496,8699.161,19489.656,25750.838,19660.432,18490.08,41561.055,4461.3105,14484.024,18582.883
2254.066,14785.966,19145.408,15518.924,3414.6328,17115.29,23729.15,8703.128,19495.412,25763.467,19646.219,18496.104,41546.977,4469.7915,14505.002,18587.434
2251.9365,14814.523,19147.027,15519.946,3432.921,17114.559,23732.424,8696.533,19504.453,25776.596,19659.701,18519.418,41567.87,4484.283,14515.479,18588.262
2250.8293,14784.396,19140.615,15521.248,3417.2734,17108.062,23719.514,8681.992,19494.451,25750.254,19651.062,18492.562,41523.117,4460.933,14492.761,18575.633
2243.3826,14775.186,19137.926,15509.859,3409.9849,17109.947,23720.693,8701.887,19496.982,25752.71,19632.846,18494.156,41527.535,4460.3735,14498.991,18583.262
2259.663,14794.143,19148.998,15528.159,3430.6943,17118.441,23729.82,8715.368,19508.285,25765.768,19669.643,18514.635,41548.0,4477.7,14505.914,18586.047
2252.4597,14791.612,19146.527,15528.877,3432.1543,17113.184,23736.025,8710.902,19510.854,25765.95,19656.828,18513.32,41552.027,4479.367,14509.856,18582.678
2268.4116,14782.778,19147.111,15511.38,3420.8628,17109.51,23726.535,8705.829,19505.791,25763.771,19664.166,18496.943,41539.13,4468.8667,14507.971,18575.412
2250.7197,14785.82,19146.334,15531.992,3426.5815,17109.973,23735.807,8707.167,19501.582,25768.797,19678.914,18514.234,41560.75,4476.9946,14512.448,18581.326
2246.2297,14782.924,19140.676,15532.576,3423.9412,17104.12,23726.193,8708.786,19505.293,25755.936,19665.48,18509.537,41557.965,4471.6895,14496.606,18579.355
2250.099,14759.367,19136.793,15519.276,3407.2107,17099.436,23713.37,8695.23,19502.092,25753.344,19661.709,18493.598,41555.91,4462.2354,14494.793,18568.1
2249.9531,14761.983,19142.172,15520.274,3417.2002,17106.115,23722.934,8685.29,19506.656,25765.377,19645.623,18504.658,41597.754,4472.833,14500.099,18581.412
2249.0771,14770.318,19141.344,15528.329,3414.998,17105.773,23722.98,8690.425,19495.023,25760.072,19678.646,18497.855,41578.02,4466.433,14490.193,18574.318
2244.4534,14739.924,19134.008,15520.555,3391.4048,17101.553,23715.547,8704.673,19491.434,25748.756,19644.904,18481.332,41582.824,4454.1924,14482.93,18573.988
2258.6045,14754.61,19147.916,15531.262,3404.0835,17115.691,23726.936,8702.252,19507.568,25762.057,19680.617,18497.723,41579.09,4463.6587,14491.496,18580.354
2251.7783,14755.937,19138.473,15518.291,3407.1377,17100.42,23712.979,8699.282,19501.484,25745.252,19682.893,18497.2,41572.117,4461.1885,14480.034,18572.736
2247.5562,14760.718,19137.0,15516.393,3399.0461,17099.361,23724.016,8704.795,19489.998,25749.086,19667.44,18487.55,41577.48,4461.5903,14491.654,18579.062
2262.7048,14783.302,19145.152,15523.985,3412.7104,17108.756,23731.84,8687.078,19504.611,25757.883,19680.64,18504.365,41588.082,4469.025,14504.138,18578.346
2253.275,14798.742,19145.543,15532.004,3427.5793,17108.865,23727.447,8690.498,19501.824,25770.865,19671.21,18516.035,41591.242,4472.699,14504.941,18576.678
2250.9265,14797.55,19138.63,15534.23,3418.1128,17103.998,23722.312,8704.113,19501.533,25751.252,19675.361,18508.55,41589.395,4460.702,14498.273,18578.03
2263.6782,14816.008,19148.232,15541.593,3426.1072,17116.299,23737.34,8702.386,19511.754,25753.89,19685.582,18518.688,41583.82,4472.2124,14510.2705,18590.525
2251.3281,14820.814,19141.37,15536.835,3438.0193,17107.223,23738.982,8700.135,19508.092,25762.615,19661.611,18526.354,41594.25,4479.513,14512.826,18577.434
2248.8823,14807.697,19142.865,15529.096,3432.6897,17110.29,23730.318,8700.207,19511.06,25761.752,19674.68,18522.082,41580.85,4475.571,14509.31,18588.92
2255.587,14809.426,19142.623,15526.979,3423.6858,17108.865,23734.723,8702.179,19511.729,25756.094,19674.229,18514.562,41570.402,4469.511,14508.579,18582.652
2247.6655,14813.685,19138.182,15517.317,3427.847,17106.42,23742.729,8706.462,19503.395,25757.762,19650.951,18514.27,41562.7,4471.6406,14512.339,18584.479
2246.2056,14799.569,19141.076,15514.275,3425.377,17109.217,23725.354,8698.564,19505.146,25758.941,19655.418,18512.578,41563.707,4474.1836,14502.629,18588.348
2256.0857,14792.33,19148.184,15524.91,3425.4622,17118.318,23731.889,8696.715,19508.979,25771.682,19647.459,18512.773,41558.586,4475.7656,14517.353,18589.38
2253.5547,14784.762,19144.484,15511.148,3421.0574,17113.172,23728.055,8710.489,19508.078,25759.816,19653.592,18508.223,41535.855,4474.1836,14499.745,18589.662
2252.9463,14770.026,19144.8,15531.177,3417.8086,17110.799,23710.059,8698.809,19506.34,25758.406,19621.02,18510.584,41536.418,4474.5977,14492.372,18581.764
2259.59,14770.878,19149.654,15510.431,3413.4404,17119.742,23721.084,8702.349,19506.01,25766.984,19663.959,18497.467,41528.277,4469.3896,14502.154,18586.547
2251.681,14770.343,19152.66,15526.236,3423.4424,17120.156,23725.61,8712.314,19511.51,25766.766,19677.988,18511.896,41540.457,4484.1855,14508.02,18588.857
2258.4097,14789.52,19155.18,15536.251,3438.8223,17113.209,23730.963,8697.652,19516.682,25768.055,19667.463,18523.092,41563.758,4492.5083,14513.592,18591.912
2250.0627,14771.194,19143.0,15519.301,3411.3232,17109.752,23717.688,8700.451,19503.078,25761.07,19657.9,18499.158,41554.316,4472.3467,14500.597,18581.205
2261.2449,14773.373,19152.355,15521.966,3420.9114,17119.28,23722.252,8708.348,19513.178,25768.98,19645.72,18513.334,41569.15,4477.9316,14505.281,18592.24
2249.0771,14771.571,19145.908,15525.762,3426.4114,17112.55,23713.49,8704.819,19511.596,25760.328,19676.357,18519.404,41572.63,4477.0796,14496.837,18593.627
2234.9138,14757.445,19129.762,15522.878,3404.047,17097.014,23710.547,8692.335,19485.387,25755.754,19680.385,18492.514,41561.434,4455.494,14488.028,18575.607
2233.3198,14758.917,19128.934,15509.348,3398.7053,17096.734,23704.95,8684.84,19483.877,25762.092,19658.824,18492.697,41568.562,4450.177,14487.967,18574.854
2226.944,14753.394,19120.623,15504.322,3398.097,17088.01,23709.488,8701.85,19489.998,25727.865,19650.879,18498.111,41568.88,4449.4956,14474.534,18578.918
2227.4795,14760.767,19119.176,15506.55,3390.3948,17091.514,23702.953,8689.439,19479.193,25737.574,19636.947,18486.65,41568.344,4441.258,14472.368,18572.857
2233.7822,14759.611,19119.686,15501.877,3386.3308,17095.564,23710.352,8675.507,19480.896,25735.834,19653.3,18486.248,41577.434,4437.0967,14477.309,18575.947
2229.986,14790.334,19115.865,15490.756,3400.7617,17083.482,23732.898,8683.002,19479.145,25736.2,19632.871,18497.223,41579.188,4444.4214,14485.68,18559.182
2218.743,14781.562,19111.12,15485.0,3390.4314,17080.867,23726.072,8695.814,19470.932,25728.668,19618.04,18480.176,41558.15,4436.7925,14472.977,18555.457
2215.7983,14778.203,19111.62,15494.819,3386.988,17080.55,23734.99,8685.655,19471.37,25733.875,19657.705,18479.666,41562.664,4442.049,14486.324,18569.78
2231.6772,14789.0205,19128.3,15502.947,3404.984,17095.443,23747.025,8694.051,19491.506,25747.418,19648.36,18502.09,41564.38,4459.4854,14495.414,18563.914
2233.2227,14794.568,19128.982,15496.341,3413.7935,17093.496,23756.893,8696.971,19496.908,25743.172,19642.215,18508.734,41577.203,4464.255,14498.906,18561.129
2246.3757,14795.603,19136.271,15497.776,3419.1714,17097.414,23733.457,8710.501,19512.666,25753.83,19638.967,18512.543,41576.863,4471.7866,14505.258,18556.443
2256.463,14803.768,19149.703,15520.555,3429.8792,17110.312,23743.994,8702.921,19517.97,25764.904,19672.574,18523.006,41571.18,4481.3506,14512.533,18582.08
2266.8784,14804.096,19157.734,15542.603,3431.461,17117.967,23738.47,8697.969,19518.008,25768.906,19667.598,18520.477,41579.234,4485.488,14509.297,18590.404
2280.6643,14796.723,19161.848,15551.448,3427.1777,17124.256,23738.057,8695.328,19524.08,25784.322,19692.236,18521.79,41578.676,4488.1523,14520.868,18579.514
2269.7744,14811.969,19161.031,15558.189,3440.0757,17119.67,23742.777,8701.193,19529.883,25769.26,19689.268,18535.15,41583.63,4491.328,14521.112,18569.633
2275.4202,14820.376,19159.486,15555.999,3448.9214,17114.584,23746.016,8713.872,19536.941,25763.371,19681.031,18542.06,41583.53,4495.8423,14518.229,18573.83
2259.602,14783.849,19146.443,15540.668,3424.1238,17107.502,23719.586,8698.967,19515.379,25758.223,19649.213,18515.742,41567.797,4474.3784,14502.849,18569.328
2266.9392,14765.609,19154.047,15543.345,3419.646,17111.785,23710.266,8698.516,19518.105,25758.697,19695.947,18515.78,41568.54,4479.0386,14499.928,18575.242
2269.2998,14775.052,19153.537,15549.222,3431.035,17112.637,23717.736,8690.862,19521.207,25762.14,19684.51,18528.822,41588.992,4489.722,14503.87,18574.402
2274.0818,14785.564,19159.34,15548.297,3432.3977,17120.533,23734.285,8690.51,19527.037,25769.953,19673.146,18526.754,41590.43,4483.711,14514.42,18573.686
2265.2722,14772.801,19147.793,15536.652,3414.8032,17110.154,23728.725,8697.165,19509.709,25757.299,19649.334,18510.365,41564.27,4469.901,14503.335,18564.06
2273.5586,14795.968,19158.428,15548.601,3436.194,17121.64,23728.104,8698.114,19526.1,25775.72,19704.977,18530.016,41579.746,4492.6055,14515.369,18578.236
2270.5288,14801.091,19158.488,15552.58,3434.3445,17124.146,23738.045,8698.638,19520.004,25778.129,19687.406,18520.828,41572.98,4487.8604,14517.583,18581.959
2267.0488,14807.065,19151.992,15548.516,3422.189,17112.502,23737.898,8698.809,19507.434,25759.514,19675.385,18507.979,41566.664,4472.991,14506.803,18569.146
2260.1982,14778.264,19143.633,15531.883,3418.125,17100.19,23712.225,8694.513,19511.705,25749.463,19674.545,18513.662,41570.184,4474.95,14487.603,18566.178
2262.863,14768.943,19144.959,15550.231,3414.0125,17108.146,23719.914,8693.649,19505.914,25753.453,19670.408,18503.344,41573.297,4471.6772,14490.023,18569.828
2245.4512,14767.435,19137.707,15527.2705,3400.9077,17109.035,23718.004,8692.493,19497.506,25755.035,19669.885,18492.527,41567.09,4461.0913,14492.263,18561.115
2243.3218,14782.814,19138.973,15536.615,3417.8696,17094.957,23733.092,8683.83,19512.496,25753.72,19662.451,18517.727,41586.242,4478.7466,14506.778,18566.02
2253.4575,14798.499,19139.629,15543.064,3426.0828,17096.246,23726.34,8689.962,19513.02,25752.71,19689.293,18518.395,41573.066,4474.464,14499.721,18564.049
2254.2605,14783.776,19139.166,15542.895,3411.81,17105.445,23722.871,8692.846,19510.086,25759.549,19687.564,18509.354,41593.945,4468.136,14498.991,18568.076
2268.5698,14792.926,19151.115,15550.815,3430.3293,17110.824,23733.068,8701.473,19524.348,25766.521,19679.291,18528.373,41573.734,4484.7334,14508.567,18575.475
2268.6792,14801.091,19155.033,15549.404,3438.372,17112.818,23734.041,8715.794,19524.42,25755.607,19685.594,18536.33,41591.01,4493.4575,14512.412,18580.072
2269.1902,14807.162,19153.828,15544.257,3430.7551,17114.268,23737.156,8707.5205,19519.334,25764.746,19680.727,18522.166,41577.3,4484.137,14516.439,18574.477
2269.1902,14792.524,19155.994,15539.049,3434.4663,17117.139,23730.902,8695.791,19527.328,25775.441,19664.033,18531.244,41598.652,4490.5005,14520.029,18568.744
2278.9731,14810.886,19164.365,15556.814,3455.3826,17127.518,23741.232,8694.501,19538.717,25783.545,19686.676,18553.268,41599.48,4503.4595,14531.113,18579.062
2273.522,14807.053,19153.986,15551.473,3438.153,17117.918,23751.125,8705.281,19520.064,25762.787,19700.11,18526.268,41570.594,4480.353,14520.321,18571.738
2266.2822,14780.855,19145.104,15532.808,3426.825,17111.066,23734.723,8687.784,19518.543,25762.312,19653.24,18526.498,41566.9,4479.209,14516.33,18567.771
2256.548,14799.655,19146.953,15529.412,3442.217,17112.723,23719.586,8701.68,19518.348,25768.443,19670.178,18539.02,41604.36,4486.9478,14516.159,18574.78
2249.8315,14785.602,19139.252,15533.684,3427.2388,17106.857,23717.627,8706.255,19503.906,25756.994,19681.129,18514.027,41580.684,4472.736,14505.002,18569.44
2255.952,14770.245,19139.848,15537.005,3421.2034,17106.334,23720.96,8698.358,19508.615,25757.152,19678.537,18517.799,41588.312,4471.762,14509.4795,18565.361
2260.466,14796.759,19144.678,15541.727,3442.0955,17113.367,23727.678,8701.996,19523.982,25771.4,19685.715,18547.744,41620.387,4489.4663,14517.705,18578.004
2264.0068,14812.103,19147.416,15535.935,3443.738,17118.1,23748.887,8707.276,19524.299,25775.002,19673.11,18536.781,41590.223,4487.118,14525.857,18578.576
2260.758,14784.044,19137.742,15530.228,3416.3486,17099.58,23719.088,8692.188,19511.584,25753.916,19670.81,18510.06,41573.37,4472.2007,14505.61,18566.664
2262.0234,14786.124,19141.21,15551.46,3425.888,17104.398,23724.965,8685.533,19509.064,25763.164,19680.617,18524.916,41586.33,4482.786,14507.667,18567.76
2267.3894,14793.352,19144.91,15553.285,3428.8936,17103.486,23738.324,8691.934,19516.535,25767.447,19682.455,18525.111,41593.13,4482.7134,14510.636,18573.904
2271.2954,14793.498,19148.11,15555.342,3420.3152,17110.787,23733.992,8690.218,19519.443,25774.527,19680.592,18516.936,41583.215,4478.114,14518.934,18559.924
2275.0308,14801.115,19145.299,15528.999,3424.355,17103.268,23744.275,8694.562,19519.36,25747.87,19664.3,18523.785,41581.22,4476.958,14509.406,18561.25
2250.9631,14792.622,19144.922,15537.553,3428.273,17106.176,23724.94,8699.574,19515.076,25759.611,19663.97,18527.703,41587.508,4481.9834,14503.919,18574.074
