EEG0,EEG1,EEG2,EEG3,EEG4,EEG5,EEG6,EEG7,EEG8,EEG9,EEG10,EEG11,EEG12,EEG13,EEG14,EEG15
2256.548,14754.549,19159.754,15519.545,3410.9827,17125.57,23724.064,8712.375,19507.945,25774.795,19649.7,18519.879,41593.4,4469.0127,14491.739,18615.336
2247.4224,14733.889,19154.242,15515.48,3393.1448,17119.025,23719.977,8715.709,19494.379,25760.984,19654.066,18496.725,41553.695,4454.9224,14483.952,18613.352
2246.887,14728.023,19152.393,15508.398,3391.4656,17118.453,23724.686,8717.474,19499.646,25766.668,19651.56,18501.81,41554.96,4459.765,14493.224,18610.42
2250.586,14737.393,19152.43,15507.839,3406.1033,17117.88,23737.46,8701.473,19503.21,25767.191,19643.08,18510.498,41539.36,4463.33,14490.948,18610.602
2237.7002,14734.412,19144.654,15501.171,3394.8118,17112.576,23722.385,8690.656,19494.049,25764.951,19641.656,18495.508,41566.18,4460.3125,14488.101,18604.371
2255.66,14744.876,19160.887,15517.768,3405.775,17122.455,23732.824,8727.536,19505.61,25773.457,19650.088,18505.4,41573.332,4472.6143,14502.435,18608.996
2252.8855,14757.421,19159.34,15514.361,3416.0566,17118.77,23743.52,8723.277,19506.607,25773.604,19645.05,18519.562,41571.836,4478.686,14507.995,18606.502
2258.288,14766.413,19161.52,15517.038,3416.3972,17124.16,23740.502,8718.617,19507.945,25774.734,19644.71,18515.037,41569.523,4474.403,14505.586,18605.99
2265.3574,14761.351,19169.451,15518.182,3411.883,17134.842,23741.525,8718.191,19512.812,25790.078,19649.748,18511.643,41567.797,4476.277,14515.356,18619.861
2267.0244,14759.148,19172.068,15514.166,3419.9502,17135.098,23734.76,8716.877,19507.86,25798.633,19645.44,18512.408,41560.74,4483.2246,14508.227,18608.326
2264.2502,14738.135,19163.965,15529.193,3405.142,17125.838,23720.863,8713.422,19498.637,25769.928,19637.336,18498.04,41531.234,4468.1123,14487.042,18613.121
2262.6685,14738.694,19157.76,15502.559,3393.4976,17125.035,23732.838,8713.409,19494.791,25773.396,19626.033,18487.805,41522.508,4454.4355,14495.401,18607.938
2243.553,14744.511,19153.27,15516.332,3395.5054,17120.703,23729.54,8734.155,19495.059,25768.201,19640.232,18502.797,41529.832,4459.2905,14490.778,18607.96
2259.8577,14756.739,19154.887,15531.323,3405.7627,17115.436,23715.791,8719.165,19503.541,25759.684,19630.852,18511.021,41560.312,4458.9253,14486.629,18601.756
2272.9866,14765.135,19174.016,15533.452,3416.4094,17140.695,23735.05,8726.514,19523.422,25793.352,19696.873,18513.479,41546.176,4477.7,14509.139,18610.455
2288.6465,14773.373,19185.367,15551.886,3428.8083,17146.549,23739.87,8733.705,19527.328,25793.438,19695.521,18529.139,41575.45,4487.41,14511.962,18628.805
2282.672,14765.877,19186.365,15561.183,3432.3005,17146.633,23738.324,8737.063,19528.18,25795.895,19684.352,18529.602,41567.176,4490.9385,14509.528,18633.27
2262.5833,14749.073,19164.268,15532.917,3404.7163,17132.52,23720.037,8724.202,19501.605,25780.928,19664.762,18501.396,41536.38,4464.9727,14500.853,18614.764
2273.7166,14769.418,19178.785,15541.397,3419.9988,17149.992,23737.814,8724.02,19514.564,25796.55,19674.824,18519.637,41557.066,4478.236,14510.757,18636.98
2269.8352,14762.434,19173.188,15540.376,3425.4622,17137.264,23732.217,8715.441,19519.262,25792.549,19664.836,18523.883,41549.34,4484.8794,14505.695,18614.654
2274.9092,14743.708,19173.053,15542.639,3416.604,17136.63,23725.146,8721.452,19520.855,25787.791,19667.621,18514.355,41543.645,4479.2456,14496.789,18612.365
2281.1755,14751.276,19181.219,15552.944,3421.167,17148.896,23730.586,8720.162,19528.63,25794.447,19661.781,18525.074,41557.164,4484.161,14508.555,18633.246
2268.667,14754.658,19167.566,15532.224,3422.5906,17136.887,23729.053,8719.128,19517.861,25789.494,19685.594,18522.021,41570.484,4477.542,14500.792,18612.682
2273.8628,14750.314,19168.271,15534.888,3416.2268,17135.828,23732.29,8722.997,19519.832,25795.7,19675.045,18515.28,41559.79,4477.7246,14506.194,18617.72
2272.2444,14753.053,19168.102,15542.128,3412.8809,17136.352,23760.457,8720.54,19516.621,25782.035,19671.174,18515.486,41565.277,4474.512,14505.136,18612.16
2265.7102,14759.343,19169.854,15535.265,3424.6833,17139.004,23730.39,8719.056,19520.197,25787.256,19665.055,18526.814,41574.28,4486.765,14506.596,18612.477
2282.1975,14758.881,19172.725,15547.81,3424.1846,17133.76,23718.455,8726.137,19531.076,25782.898,19675.434,18527.412,41581.316,4483.772,14500.184,18611.77
2273.303,14770.452,19165.51,15520.043,3414.8032,17132.264,23738.094,8720.491,19517.13,25783.812,19675.166,18517.75,41584.395,4468.7812,14506.389,18612.78
2252.3745,14769.795,19161.348,15531.81,3416.02,17126.824,23743.459,8715.052,19511.049,25789.105,19668.219,18522.922,41584.297,4469.499,14502.812,18602.133
2244.4412,14755.413,19147.793,15517.232,3403.4387,17112.965,23722.678,8701.96,19497.688,25762.713,19642.52,18508.027,41550.715,4460.775,14488.466,18602.254
2253.2385,14767.751,19155.91,15522.428,3411.4573,17122.518,23737.936,8727.609,19512.703,25771.887,19648.19,18518.297,41553.742,4467.09,14501.485,18610.139
2253.932,14767.605,19155.764,15522.55,3417.8938,17125.754,23727.398,8718.69,19515.502,25781.025,19667.986,18523.225,41572.97,4473.101,14500.707,18609.52
2250.513,14778.848,19155.752,15523.0,3427.2388,17125.521,23740.734,8723.594,19516.06,25783.982,19664.994,18529.225,41578.676,4480.937,14509.698,18613.547
2263.8853,14788.838,19160.715,15533.051,3425.231,17127.846,23740.55,8697.093,19520.283,25788.303,19665.262,18524.188,41561.848,4472.651,14511.317,18598.531
2272.8528,14779.772,19167.943,15533.147,3428.3337,17135.646,23740.418,8721.562,19528.363,25797.635,19660.783,18530.867,41568.113,4483.626,14511.512,18606.635
2269.8596,14777.2295,19168.818,15540.874,3436.4253,17127.299,23732.229,8716.536,19530.82,25795.518,19674.191,18536.902,41577.152,4492.4717,14512.936,18603.545
2268.6914,14766.498,19164.256,15534.401,3417.541,17129.123,23721.314,8736.723,19523.191,25771.791,19669.982,18517.86,41565.387,4476.946,14497.848,18609.154
2282.6113,14764.32,19173.686,15535.289,3419.2566,17137.252,23731.986,8719.274,19530.006,25792.598,19666.94,18522.678,41559.074,4485.001,14508.567,18609.664
2268.4602,14763.285,19163.709,15547.64,3424.866,17126.715,23729.674,8731.722,19521.195,25779.785,19669.312,18529.955,41567.336,4484.721,14500.768,18612.975
2275.2375,14762.0205,19168.344,15546.654,3416.9204,17133.42,23732.326,8730.104,19526.404,25785.588,19672.707,18523.42,41545.48,4482.6284,14504.71,18613.291
2287.819,14758.078,19179.783,15548.37,3425.9731,17144.88,23723.346,8726.77,19538.936,25801.541,19687.357,18529.82,41545.566,4492.411,14513.556,18613.875
2274.7874,14752.748,19169.307,15541.154,3421.8606,17131.533,23723.139,8733.62,19519.748,25787.596,19655.674,18517.396,41570.387,4484.599,14502.849,18602.559
2277.1724,14756.423,19170.814,15549.209,3419.8528,17132.604,23737.559,8717.802,19525.418,25789.615,19670.006,18520.951,41578.81,4484.648,14505.951,18611.867
2288.3179,14753.004,19178.443,15556.303,3417.4436,17149.518,23729.771,8717.182,19532.11,25799.691,19665.104,18521.363,41582.29,4484.7573,14505.598,18608.605
2288.549,14760.584,19178.785,15557.118,3423.2234,17134.186,23718.953,8715.234,19532.5,25786.111,19709.527,18530.574,41583.395,4485.244,14500.658,18608.533
2275.7974,14767.495,19166.338,15540.437,3422.7488,17125.34,23727.252,8717.108,19518.604,25780.562,19673.9,18528.457,41599.555,4479.221,14503.262,18612.293
2282.6235,14760.146,19167.383,15548.029,3411.5667,17127.36,23734.88,8722.475,19518.373,25780.223,19650.43,18514.55,41569.11,4473.5874,14502.106,18611.37
2267.426,14727.379,19160.29,15548.212,3403.0493,17127.676,23712.71,8717.619,19506.875,25775.393,19700.486,18503.525,41542.695,4464.9727,14480.728,18609.629
2249.649,14724.933,19147.758,15538.5625,3400.7495,17113.707,23703.768,8695.961,19504.635,25765.791,19672.014,18509.22,41557.164,4462.211,14483.623,18605.37
2264.1772,14754.914,19158.951,15534.1455,3414.1218,17124.61,23729.102,8709.455,19519.71,25788.861,19675.652,18520.244,41570.742,4474.403,14506.754,18602.219
2276.126,14770.537,19171.959,15548.979,3431.68,17135.523,23735.1,8736.54,19533.156,25781.22,19687.455,18540.637,41579.004,4489.7827,14504.138,18605.87
2266.9636,14776.11,19163.562,15538.393,3432.7263,17125.9,23726.51,8727.378,19528.314,25780.38,19670.42,18539.336,41558.05,4493.6763,14510.988,18598.896
2273.1326,14801.006,19167.664,15537.76,3439.7227,17132.543,23757.27,8702.228,19533.314,25796.709,19675.969,18541.477,41571.4,4489.734,14525.505,18595.83
2272.3904,14776.707,19162.2,15521.309,3425.4622,17126.617,23726.012,8721.574,19529.434,25778.727,19662.67,18534.736,41567.7,4481.947,14503.81,18593.896
2275.3105,14777.2295,19170.559,15527.903,3433.6511,17125.559,23730.623,8718.994,19527.889,25775.367,19658.508,18533.787,41560.812,4485.5,14501.692,18595.465
2250.5981,14751.896,19155.703,15512.864,3409.6199,17118.379,23707.2,8703.432,19503.37,25766.023,19641.947,18507.955,41544.336,4469.365,14492.299,18596.086
2266.1726,14772.825,19170.559,15529.996,3427.616,17134.393,23731.023,8712.667,19517.57,25789.264,19656.926,18527.387,41570.133,4489.0894,14514.59,18602.133
2261.3665,14763.127,19163.611,15528.195,3426.5085,17128.297,23721.496,8713.628,19510.111,25777.424,19646.889,18523.773,41538.996,4482.409,14499.916,18599.566
2257.2295,14770.987,19161.312,15526.322,3425.6082,17128.76,23739.299,8708.615,19518.094,25783.64,19650.6,18531.062,41570.523,4481.229,14514.42,18604.81
2276.8074,14784.36,19171.3,15538.709,3432.5925,17141.23,23735.05,8714.505,19527.23,25795.955,19679.072,18530.355,41573.59,4485.4756,14523.339,18607.389
2259.2007,14773.494,19160.898,15532.563,3427.7375,17127.287,23732.582,8733.754,19512.836,25780.344,19667.646,18527.3,41561.848,4481.46,14505.914,18596.39
2259.0059,14751.154,19153.123,15531.505,3412.3088,17117.795,23713.016,8711.426,19510.574,25770.707,19658.885,18510.0,41554.305,4471.957,14488.43,18591.219
2261.7922,14739.023,19156.104,15532.516,3404.254,17124.074,23709.281,8708.798,19516.268,25796.637,19662.146,18512.846,41565.9,4476.8853,14503.883,18603.8
2270.614,14755.061,19168.686,15559.832,3413.8542,17138.031,23721.338,8736.297,19517.145,25778.238,19670.762,18528.36,41574.184,4474.6704,14490.534,18608.047
2258.276,14733.305,19149.277,15548.224,3392.5486,17116.117,23705.91,8719.348,19501.217,25752.48,19696.69,18506.422,41544.594,4461.0913,14474.631,18592.715
2283.3413,14749.561,19163.94,15536.409,3404.3147,17128.09,23730.695,8720.418,19518.02,25777.035,19685.63,18513.809,41580.062,4472.699,14497.8955,18594.771
2263.3862,14754.537,19164.22,15557.459,3414.998,17130.572,23728.336,8711.961,19515.477,25782.729,19685.752,18525.744,41591.598,4478.686,14494.902,18598.543
2268.4602,14771.316,19166.338,15552.774,3421.824,17132.75,23716.338,8689.792,19519.48,25784.518,19657.96,18534.176,41584.965,4485.67,14497.689,18597.51
2284.7405,14764.831,19176.46,15558.469,3418.052,17144.455,23726.012,8713.859,19525.723,25796.66,19686.469,18524.734,41574.637,4476.861,14500.755,18600.393
2261.8652,14745.654,19152.441,15527.161,3400.19,17110.75,23702.283,8725.346,19507.81,25748.137,19656.512,18513.443,41561.445,4463.2817,14479.45,18606.148
2275.3835,14779.48,19167.639,15537.212,3425.949,17119.719,23720.293,8719.335,19518.822,25778.75,19665.006,18528.871,41566.652,4482.263,14496.484,18603.678
2260.1863,14765.038,19157.016,15528.95,3408.8777,17122.785,23715.693,8696.326,19507.082,25779.723,19661.295,18513.018,41548.023,4470.874,14494.331,18590.44
2264.1284,14769.747,19162.88,15534.328,3416.8596,17123.66,23715.596,8700.974,19509.783,25778.92,19654.115,18514.076,41558.38,4475.5225,14498.091,18595.72
2265.4426,14756.654,19159.402,15526.833,3419.0742,17121.738,23710.145,8731.855,19513.883,25766.01,19624.451,18520.635,41552.914,4470.2417,14482.455,18600.38
2243.7476,14743.307,19135.76,15509.141,3395.1523,17102.72,23699.072,8703.177,19487.32,25751.02,19642.422,18494.424,41532.414,4451.2964,14478.671,18588.748
2265.9536,14773.287,19156.736,15530.374,3424.1238,17124.963,23724.953,8708.98,19513.031,25791.623,19669.812,18525.744,41541.08,4482.0317,14513.228,18596.025
2256.317,14778.714,19151.7,15526.809,3429.8425,17121.445,23734.65,8718.678,19512.91,25769.113,19649.99,18526.11,41546.418,4480.584,14501.838,18596.512
2242.689,14760.597,19136.1,15510.212,3407.296,17103.23,23717.385,8705.317,19496.934,25753.502,19642.373,18499.51,41529.09,4460.3857,14489.342,18586.656
2247.9333,14755.17,19136.574,15512.864,3399.9343,17109.547,23723.846,8708.007,19492.88,25759.586,19650.271,18496.178,41538.207,4454.8735,14490.048,18588.31
2250.3547,14772.825,19141.041,15517.05,3415.509,17106.797,23734.357,8710.55,19506.545,25764.697,19650.465,18521.254,41567.176,4469.6333,14499.174,18582.129
2262.9482,14775.429,19152.186,15523.682,3420.6924,17115.375,23731.316,8703.298,19520.502,25769.26,19654.395,18530.38,41596.414,4473.9404,14499.587,18590.646
2261.2083,14763.042,19149.91,15540.862,3408.2327,17116.068,23731.11,8700.913,19507.885,25770.402,19683.549,18514.148,41584.285,4465.5083,14496.947,18586.62
2260.0522,14753.198,19146.309,15527.259,3403.4995,17114.377,23725.379,8704.308,19500.012,25761.424,19640.61,18508.527,41562.723,4465.63,14487.614,18594.432
2255.9275,14773.871,19144.727,15530.276,3408.8047,17110.252,23732.764,8697.275,19505.049,25760.365,19677.05,18517.494,41556.957,4462.4785,14495.219,18590.574
2253.6765,14752.115,19144.484,15541.105,3394.6172,17111.955,23722.312,8708.47,19496.324,25759.232,19676.65,18498.295,41576.203,4446.5874,14477.053,18581.936
2248.87,14733.974,19138.352,15530.97,3391.8428,17105.848,23698.865,8706.984,19492.188,25753.064,19667.586,18508.576,41583.555,4451.8076,14471.857,18585.33
2264.7734,14764.575,19151.602,15550.0,3414.2437,17111.615,23712.979,8699.222,19509.855,25760.984,19676.285,18524.03,41598.254,4467.0293,14483.952,18601.16
2256.9983,14763.407,19142.307,15529.449,3401.6135,17108.342,23717.19,8688.246,19502.701,25773.86,19670.53,18510.182,41559.473,4458.2197,14490.23,18584.076
2260.9526,14765.768,19150.822,15537.406,3407.7703,17110.068,23719.514,8721.343,19510.22,25750.594,19669.885,18518.7,41584.758,4458.098,14481.871,18594.115
2261.549,14761.363,19148.074,15536.056,3411.6396,17106.371,23727.994,8713.75,19516.451,25750.91,19649.504,18530.453,41571.4,4465.6177,14480.776,18589.441
2269.8474,14778.288,19160.654,15541.836,3417.9426,17122.322,23712.979,8710.61,19525.979,25767.568,19655.904,18531.523,41571.508,4474.403,14495.377,18592.764
2287.1377,14778.848,19170.73,15553.711,3424.9756,17133.736,23704.377,8690.802,19525.004,25785.553,19699.707,18529.09,41573.977,4484.8794,14504.247,18604.324
2267.8032,14777.011,19161.324,15532.71,3429.2341,17121.543,23714.111,8686.786,19520.027,25780.988,19679.533,18534.371,41565.645,4481.91,14499.8545,18586.838
2263.9946,14761.923,19158.732,15543.624,3413.1606,17117.418,23699.898,8727.828,19512.252,25759.793,19660.188,18518.055,41555.094,4470.047,14488.016,18592.484
2274.3494,14763.614,19163.904,15549.209,3412.9902,17127.092,23707.127,8713.446,19515.646,25771.158,19656.244,18518.748,41560.69,4470.582,14495.778,18589.783
2261.622,14777.899,19156.213,15535.643,3420.2666,17115.229,23715.607,8706.061,19513.615,25757.846,19665.42,18525.975,41556.14,4469.9736,14492.189,18579.805
2261.3787,14776.232,19157.041,15531.736,3415.6914,17117.59,23715.049,8717.839,19510.002,25764.514,19675.373,18521.314,41535.637,4472.8574,14493.053,18591.11
2273.3638,14772.448,19167.492,15536.494,3415.6184,17129.635,23728.006,8715.965,19516.656,25772.994,19661.246,18524.188,41568.21,4473.271,14498.76,18595.818
2267.7544,14771.121,19163.672,15542.639,3417.9668,17123.21,23731.791,8704.94,19513.834,25772.045,19652.607,18528.932,41564.56,4471.519,14494.063,18595.016
2270.906,14748.003,19150.264,15495.245,3397.8538,17106.055,23710.947,8691.52,19499.732,25753.746,19657.242,18502.941,41556.2,4451.126,14476.943,18572.627
2247.0085,14745.424,19150.215,15522.197,3392.5242,17107.404,23713.637,8696.106,19495.363,25763.87,19660.504,18502.176,41551.176,4451.929,14489.111,18582.129
2257.0469,14757.628,19158.586,15531.591,3410.0457,17124.135,23725.086,8707.253,19505.95,25764.709,19665.785,18518.383,41546.504,4468.4404,14492.226,18590.232
2269.7378,14770.111,19158.246,15532.844,3419.3904,17111.127,23730.197,8705.816,19512.12,25762.871,19661.623,18526.863,41554.84,4475.352,14499.393,18584.174
2267.426,14766.327,19160.314,15525.531,3403.621,17118.05,23720.11,8710.5625,19512.738,25763.59,19654.566,18510.96,41568.902,4468.234,14490.596,18591.705
2274.459,14757.749,19164.512,15539.986,3405.7505,17123.953,23708.72,8707.362,19509.734,25757.469,19662.535,18516.691,41564.22,4467.248,14483.732,18594.102
2263.5933,14762.677,19158.549,15524.01,3408.8777,17118.648,23710.107,8695.206,19508.87,25760.547,19648.773,18522.338,41561.48,4470.8496,14488.089,18591.803
2267.2434,14778.3125,19161.69,15521.917,3414.3286,17122.7,23729.127,8708.834,19513.932,25772.691,19651.39,18517.215,41560.082,4471.4463,14502.532,18590.232
2269.8596,14763.9795,19165.314,15525.202,3410.7637,17127.494,23709.926,8709.832,19512.715,25772.312,19653.908,18521.412,41552.77,4475.425,14493.139,18589.893
2277.8293,14754.232,19172.31,15541.3,3420.7168,17138.918,23691.576,8705.549,19521.244,25781.305,19662.705,18534.006,41582.69,4483.7964,14487.712,18595.307
2268.3508,14760.572,19155.436,15522.27,3401.857,17117.504,23692.598,8685.825,19505.158,25752.139,19638.406,18506.312,41565.875,4458.8403,14476.432,18586.62
2258.1177,14741.651,19148.06,15516.332,3390.3706,17111.639,23696.65,8697.555,19491.92,25753.562,19632.068,18495.277,41541.1,4451.966,14472.782,18582.373
2258.0325,14765.221,19154.23,15525.458,3410.5325,17119.9,23714.719,8697.189,19504.197,25768.299,19654.773,18521.582,41556.918,4472.541,14491.654,18587.654
2260.1375,14775.466,19154.121,15526.37,3410.1794,17113.986,23709.768,8709.589,19508.785,25762.201,19620.922,18521.912,41571.9,4466.8833,14487.347,18578.588
2257.3389,14772.034,19153.768,15510.602,3406.9307,17118.6,23725.975,8695.997,19509.758,25781.793,19640.402,18514.197,41538.836,4464.4375,14500.099,18577.943
2251.9487,14786.124,19152.246,15514.386,3416.2148,17117.383,23740.479,8712.168,19500.11,25772.861,19661.684,18515.025,41550.617,4465.2163,14499.515,18580.645
2252.4597,14780.175,19147.488,15523.0,3402.6477,17112.467,23719.623,8716.293,19494.719,25743.27,19655.332,18503.89,41541.355,4454.253,14477.503,18577.117
2256.5845,14763.018,19146.832,15529.425,3395.3105,17109.484,23719.867,8704.04,19497.883,25751.105,19659.178,18500.156,41538.277,4452.598,14485.729,18580.244
2268.1438,14772.314,19155.787,15511.015,3412.9172,17117.053,23725.768,8706.413,19507.373,25765.074,19653.775,18518.236,41558.51,4466.7373,14496.375,18581.266
2258.1543,14779.371,19151.334,15514.97,3409.036,17109.084,23727.398,8712.01,19508.748,25756.447,19655.467,18514.027,41556.59,4466.0923,14493.077,18585.146
2271.0276,14781.72,19158.453,15515.761,3403.962,17124.865,23737.68,8682.698,19505.95,25769.502,19682.455,18509.938,41553.645,4462.649,14499.429,18587.629
2257.278,14755.243,19150.373,15536.701,3398.669,17118.732,23718.102,8715.04,19492.541,25759.89,19654.553,18502.82,41551.1,4457.4775,14485.667,18588.541
2258.203,14767.508,19149.703,15528.281,3407.661,17117.541,23728.02,8708.141,19498.965,25766.582,19650.928,18514.502,41552.723,4464.1455,14495.39,18579.646
2254.37,14757.871,19143.936,15510.784,3394.2397,17116.652,23711.045,8710.489,19496.64,25755.766,19652.291,18500.97,41560.848,4450.749,14479.814,18582.848
2249.3083,14754.232,19145.117,15509.068,3390.8572,17110.969,23716.97,8710.002,19492.82,25758.71,19643.238,18497.016,41551.13,4457.794,14483.331,18589.234
2258.276,14774.078,19153.05,15519.679,3406.59,17118.562,23730.586,8709.248,19502.408,25776.658,19646.365,18513.795,41545.094,4471.7505,14494.55,18578.953
2264.5422,14772.509,19157.357,15519.423,3402.5383,17121.81,23735.32,8701.376,19509.562,25773.604,19646.95,18512.943,41572.87,4466.4937,14495.122,18577.08
2263.2524,14764.101,19163.32,15525.397,3399.825,17128.162,23718.248,8705.524,19504.54,25767.934,19635.705,18508.758,41567.36,4471.8965,14488.247,18592.775
2270.772,14776.755,19170.875,15531.323,3415.7888,17138.14,23718.406,8705.72,19512.045,25775.977,19663.193,18518.406,41566.97,4482.8105,14489.743,18589.758
2274.5198,14772.959,19163.732,15514.105,3408.6707,17125.57,23714.281,8710.83,19513.201,25771.863,19676.65,18514.672,41553.926,4477.2866,14493.235,18589.004
2277.1846,14772.983,19170.705,15541.3,3417.8208,17126.848,23719.94,8696.302,19520.125,25785.139,19674.959,18525.707,41568.94,4482.531,14505.513,18593.117
2260.3687,14777.157,19159.705,15534.985,3418.697,17119.512,23706.19,8721.623,19512.617,25764.635,19654.066,18528.834,41558.5,4477.591,14487.298,18584.94
2260.0159,14772.059,19160.07,15531.165,3416.385,17122.76,23719.684,8706.924,19509.26,25772.094,19655.357,18520.477,41561.98,4477.615,14497.933,18584.672
2277.805,14778.666,19175.025,15542.639,3427.9932,17136.57,23722.324,8723.059,19525.795,25785.564,19689.865,18532.23,41570.414,4489.552,14510.77,18590.123
2286.7969,14790.115,19178.127,15539.438,3439.2117,17140.1,23714.354,8715.052,19531.064,25795.443,19668.838,18541.684,41574.902,4500.5146,14510.574,18594.164
2272.4026,14769.723,19170.377,15531.518,3424.3672,17127.31,23701.066,8709.698,19520.064,25775.258,19647.217,18522.836,41550.117,4484.9277,14493.065,18586.887
2268.4358,14759.015,19160.947,15530.082,3403.682,17121.08,23694.715,8705.05,19515.379,25764.709,19654.98,18511.424,41550.773,4471.945,14487.188,18579.428
2278.2551,14768.007,19166.824,15533.695,3419.8042,17125.121,23718.004,8702.324,19523.568,25776.184,19685.375,18524.26,41550.676,4488.2983,14499.952,18589.6
2269.3728,14748.088,19159.754,15530.994,3412.3577,17120.436,23705.982,8699.818,19506.924,25766.826,19655.43,18506.422,41538.887,4474.9624,14483.66,18582.094
2265.0898,14735.397,19150.727,15506.793,3395.3835,17112.527,23701.31,8699.101,19509.576,25767.447,19641.547,18495.3,41562.81,4466.664,14484.292,18573.818
2267.5476,14751.775,19154.45,15523.243,3401.8325,17117.455,23713.54,8712.302,19500.924,25757.408,19662.012,18496.955,41537.973,4463.1963,14480.679,18580.791
2248.9797,14751.276,19144.217,15527.149,3394.5684,17108.816,23711.434,8707.873,19488.83,25744.28,19659.287,18497.32,41548.074,4459.656,14472.672,18577.42
2261.8896,14750.339,19155.277,15523.401,3396.1624,17123.088,23715.4,8702.008,19502.555,25763.662,19658.156,18496.36,41535.977,4460.69,14484.828,18578.26
2264.9072,14753.149,19157.43,15526.298,3402.1975,17121.396,23724.088,8703.019,19508.676,25767.678,19633.03,18508.576,41553.523,4472.091,14498.675,18582.275
2264.3718,14768.128,19161.725,15523.194,3414.7424,17123.72,23722.629,8708.555,19514.71,25765.95,19679.533,18520.062,41573.176,4481.8496,14494.817,18591.438
2272.4026,14783.229,19167.285,15530.058,3420.4004,17129.465,23738.203,8687.127,19526.307,25780.54,19687.467,18529.236,41598.266,4484.0396,14508.323,18577.555
2275.4565,14784.591,19161.129,15530.629,3415.728,17124.816,23729.041,8709.175,19515.977,25770.586,19674.29,18521.535,41577.4,4470.351,14496.85,18574.684
2255.526,14782.607,19149.887,15518.534,3417.3342,17118.088,23723.42,8711.6455,19502.178,25766.521,19661.502,18525.246,41580.01,4470.144,14496.059,18584.1
2265.2358,14794.094,19156.834,15530.812,3423.7222,17121.361,23728.541,8706.4375,19512.338,25769.564,19670.213,18524.2,41560.63,4474.768,14503.761,18582.86
2253.847,14785.163,19148.56,15512.621,3412.3818,17112.26,23718.979,8712.411,19504.16,25762.117,19657.729,18514.963,41578.297,4466.8955,14494.331,18576.41
2252.2407,14786.732,19147.55,15519.69,3418.2588,17112.15,23721.654,8704.965,19503.99,25765.5,19651.365,18520.256,41568.285,4473.32,14496.205,18580.803
2261.7192,14787.925,19153.865,15529.254,3421.4834,17115.13,23719.379,8701.448,19512.97,25772.021,19648.19,18528.068,41581.11,4478.333,14506.061,18587.799
2289.851,14816.179,19168.041,15514.592,3431.972,17130.0,23749.969,8719.262,19525.504,25781.354,19675.678,18532.875,41579.223,4482.6284,14520.431,18589.37
2246.7773,14770.915,19148.975,15511.429,3413.1484,17112.441,23703.074,8689.159,19499.465,25770.5,19648.945,18510.365,41532.754,4469.4873,14485.85,18571.896
2255.7693,14758.979,19157.467,15525.008,3422.2012,17119.78,23699.084,8687.322,19511.145,25789.396,19653.35,18518.225,41545.47,4484.064,14498.492,18576.643
2278.815,14770.173,19173.188,15540.303,3425.3892,17144.455,23725.635,8715.965,19525.734,25789.154,19644.916,18523.857,41551.2,4487.1426,14501.619,18582.713
2266.5986,14769.26,19163.746,15526.894,3429.7332,17125.498,23708.758,8710.525,19524.336,25766.498,19664.434,18533.652,41529.613,4485.743,14499.989,18586.363
2268.6184,14772.837,19167.201,15537.723,3433.1765,17127.213,23712.797,8702.738,19521.84,25775.137,19686.201,18534.664,41548.242,4488.6997,14503.725,18593.615
2276.6248,14784.859,19172.262,15538.015,3431.2905,17138.955,23720.682,8687.078,19521.621,25794.482,19671.807,18525.744,41582.703,4487.933,14523.205,18592.459
2269.0686,14762.032,19164.414,15525.969,3419.719,17130.219,23707.541,8718.727,19510.44,25778.35,19657.207,18512.02,41541.867,4480.7056,14494.878,18588.943
2267.2434,14743.866,19161.52,15525.762,3412.4915,17124.281,23702.516,8711.085,19510.244,25770.209,19655.21,18511.934,41543.473,4483.492,14491.849,18588.408
2271.2954,14764.344,19162.213,15516.624,3411.6882,17128.648,23723.443,8702.105,19510.025,25776.78,19630.852,18506.434,41557.344,4474.22,14506.413,18595.684
2268.8982,14771.073,19169.416,15522.27,3412.6008,17139.88,23733.543,8705.707,19506.63,25781.463,19670.992,18504.086,41553.62,4474.999,14501.802,18602.596
2253.494,14743.891,19154.4,15518.462,3401.65,17115.691,23706.531,8697.956,19491.385,25762.543,19662.926,18496.043,41526.49,4468.611,14483.842,18572.541
2247.252,14741.42,19147.574,15510.272,3392.0984,17110.652,23707.541,8692.895,19484.63,25760.012,19646.28,18485.434,41521.523,4458.9253,14484.171,18574.402
2247.4343,14751.544,19145.86,15510.005,3395.2375,17111.152,23713.54,8688.259,19487.697,25765.123,19649.541,18493.865,41542.754,4456.346,14486.763,18569.707
2240.949,14761.923,19139.252,15508.581,3402.1975,17103.535,23716.715,8684.803,19493.295,25758.637,19653.617,18507.785,41533.812,4460.483,14485.375,18569.06
2244.0032,14769.661,19138.898,15514.97,3401.3823,17106.115,23724.49,8689.062,19487.018,25767.252,19651.074,18503.223,41576.496,4456.03,14494.744,18568.758
2257.1443,14785.199,19149.594,15518.644,3404.911,17115.033,23735.588,8696.192,19507.775,25775.842,19651.037,18523.604,41593.215,4467.893,14506.925,18577.555
2273.5706,14787.329,19159.354,15517.317,3420.8384,17121.494,23724.697,8698.905,19520.223,25776.086,19663.254,18532.254,41588.152,4481.9956,14494.635,18580.877
